AREA,EIC,EICSUM,EICSOU,EICMAT,EICSUB,POLLUTANT,SEASON,CONTROL_TYPE,2010
SAN FRANCISCO , 840-864-1100-6775,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6775-Vessel W/sterndrive G4-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6778,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6778-Vessel W/sterndrive G4-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-6779,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6779-Vessel W/sterndrive G4-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6782,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6782-Vessel W/sterndrive G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6783,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6783-Vessel W/sterndrive G4-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6786,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6786-Vessel W/sterndrive G4-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-6787,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),6787-Vessel W/sterndrive G4-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-7581,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7581-Vessel W/sterndrive G2-CARB-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0048
SAN FRANCISCO , 840-864-1100-7582,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7582-Vessel W/sterndrive G2-CARB-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-7585,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7585-Vessel W/sterndrive G2-CARB-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0092
SAN FRANCISCO , 840-864-1100-7586,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7586-Vessel W/sterndrive G2-CARB-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-7587,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7587-Vessel W/sterndrive G2-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0009
SAN FRANCISCO , 840-864-1100-7588,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7588-Vessel W/sterndrive G2-FI-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-7589,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7589-Vessel W/sterndrive G2-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-7590,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7590-Vessel W/sterndrive G2-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-7591,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7591-Vessel W/sterndrive G2-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0048
SAN FRANCISCO , 840-864-1100-7592,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),7592-Vessel W/sterndrive G2-FI-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8135,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8135-Sailboat Auxiliary Engine G4-CARB-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8136,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8136-Sailboat Auxiliary Engine G4-CARB-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8137,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8137-Sailboat Auxiliary Engine G4-FI-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8141,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8141-Sailboat Auxiliary Engine G4-FI-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8203,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8203-Sailboat Auxiliary Engine G4-FI-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8205,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8205-Sailboat Auxiliary Engine G4-CARB-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8206,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8206-Sailboat Auxiliary Engine G4-CARB-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8207,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8207-Sailboat Auxiliary Engine G4-FI-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8209,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8209-Sailboat Auxiliary Engine G4-CARB-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8210,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8210-Sailboat Auxiliary Engine G4-CARB-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8211,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8211-Sailboat Auxiliary Engine G4-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8293,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8293-Sailboat Auxiliary Engine G4-CARB-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8294,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8294-Sailboat Auxiliary Engine G4-CARB-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8295,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8295-Sailboat Auxiliary Engine G4-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8297,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8297-Sailboat Auxiliary Engine G4-CARB-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-8298,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8298-Sailboat Auxiliary Engine G4-CARB-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8331,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8331-Sailboat Auxiliary Engine G4-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8333,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8333-Sailboat Auxiliary Engine G4-CARB-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8334,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8334-Sailboat Auxiliary Engine G4-CARB-750-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8335,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8335-Sailboat Auxiliary Engine G4-FI-750-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-8421,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8421-Sailboat Auxiliary Engine G2-FI-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8422,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8422-Sailboat Auxiliary Engine G2-FI-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8565,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8565-Sailboat Auxiliary Engine G2-FI-175-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-8566,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8566-Sailboat Auxiliary Engine G2-FI-175-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8569,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8569-Sailboat Auxiliary Engine G2-FI-250-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0.0001
SAN FRANCISCO , 840-864-1100-8570,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8570-Sailboat Auxiliary Engine G2-FI-250-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8655,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8655-Sailboat Auxiliary Engine G2-FI-500-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1100-8656,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1100-GASOLINE (UNSPECIFIED),8656-Sailboat Auxiliary Engine G2-FI-500-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-7972,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),7972-Sailboat Auxiliary Engine D-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-7973,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),7973-Sailboat Auxiliary Engine D-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9558,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9558-Vessel W/inboard Engine D-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9559,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9559-Vessel W/inboard Engine D-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9560,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9560-Vessel W/inboard Engine D-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9561,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9561-Vessel W/inboard Engine D-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9562,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9562-Vesses W/inboard Engins D-50-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9563,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9563-Vesses W/inboard Engins D-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9566,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9566-Vessel W/inboard Engine D-120-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 840-864-1210-9567,840-RECREATIONAL BOATS,864-RECREATIONAL BOATS,1210-DIESEL (UNSPECIFIED),9567-Vessel W/inboard Engine D-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-870-1100-6253,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6253-Snowmobiles   -G2-25-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-870-1100-6255,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6255-Snowmobiles -G4-25-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-870-1100-6553,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6553-Snowmobiles   -G2-50-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-870-1100-6555,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6555-Snowmobiles -G4-50-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-870-1100-6653,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6653-Snowmobiles   -G2-120-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-870-1100-6655,850-OFF-ROAD RECREATIONAL VEHICLES,870-SNOWMOBILES,1100-GASOLINE (UNSPECIFIED),6655-Snowmobiles -G4-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4053,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4053-Off-Road Motorcycles -G2-5-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4055,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4055-Off-Road Motorcycles -G4-5-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4153,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4153-Off-Road Motorcycles  -G2-15-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4155,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4155-Off-Road Motorcycles  -G4-15-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4253,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4253-Off-Road Motorcycles  -G2-25-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4255,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4255-Off-Road Motorcycles  -G4-25-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4553,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4553-Off-Road Motorcycles  -G2-50-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4555,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4555-Off-Road Motorcycles  -G4-50-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4653,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4653-Off-Road Motorcycles  -G2-120-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-872-1100-4655,850-OFF-ROAD RECREATIONAL VEHICLES,872-OFF-ROAD MOTORCYCLES,1100-GASOLINE (UNSPECIFIED),4655-Off-Road Motorcycles -G4-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3052,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3052-Minibikes -G2-5-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3053,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3053-Minibikes -G2-5-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3054,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3054-Minibikes   -G4-5-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3055,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3055-Minibikes   -G4-5-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3252,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3252-Minibikes -G2-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3253,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3253-Minibikes -G2-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3254,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3254-Minibikes -G4-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3255,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3255-Minibikes -G4-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3454,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3454-Minibikes -G4-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-873-1100-3455,850-OFF-ROAD RECREATIONAL VEHICLES,873-MINIBIKES,1100-GASOLINE (UNSPECIFIED),3455-MINIBIKES -G4-25-EVAP.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-0953,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),0953-All Terrain Vehicles (ATVs)-G2-5-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-0955,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),0955-All Terrain Vehicles (ATVs)-G4-5-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-1053,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),1053-All Terrain Vehicles (ATVs)-G2-15-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-1055,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),1055-All Terrain Vehicles (ATVs)-G4-15-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-1253,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),1253-All Terrain Vehicles (ATVs)-G2-25-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-1255,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),1255-All Terrain Vehicles (ATVs)-G4-25-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-1553,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),1553-All Terrain Vehicles (ATVs)-G2-50-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-1555,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),1555-All Terrain Vehicles (ATVs)-G4-50-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-874-1100-1655,850-OFF-ROAD RECREATIONAL VEHICLES,874-ALL-TERRAIN VEHICLES (ATV'S),1100-GASOLINE (UNSPECIFIED),1655-All Terrain Vehicles (ATVs)-G4-120-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5152,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5152-Specialty Vehicles Carts -G2-5-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5153,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5153-Specialty Vehicles Carts -G2-5-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5154,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5154-Specialty Vehicles Carts -G4-5-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5155,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5155-Specialty Vehicles Carts -G4-5-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5252,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5252-Specialty Vehicles Carts -G2-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5253,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5253-Specialty Vehicles Carts -G2-15-Evap.,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5254,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5254-Specialty Vehicles Carts -G4-15-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5255,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5255-Specialty Vehicles Carts -G4-15-Evap,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
SAN FRANCISCO , 850-877-1100-5352,850-OFF-ROAD RECREATIONAL VEHICLES,877-SPECIALTY VEHICLES CARTS,1100-GASOLINE (UNSPECIFIED),5352-Specialty Vehicles Carts -G2-25-Exhaust,PM2_5,ANNUAL AVERAGE,GROWN AND CONTROLLED,0
